image_id,filename,filepath,split,caption,label,all_captions_json
flickr30k_143,104763189.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/104763189.jpg,train,A shirtless young boy on a bicycle too big for him being supported by 3 other young shirtless boys in a grass field.,,"[""A shirtless young boy on a bicycle too big for him being supported by 3 other young shirtless boys in a grass field."", ""Four children are smiling as they pose together with a bicycle that is much too big for them."", ""An African American child is supported by his three peers while riding his bicycle."", ""Four children are smiling and playing on a bike"", ""Boys all outside around a big bike.""]"
flickr30k_144,1047921035.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1047921035.jpg,train,"A man in a bandanna and a dirty t-shirt, and a woman in a graphic t-shirt, are standing next to a oblong hole with smoke coming out.",,"[""A man in a bandanna and a dirty t-shirt, and a woman in a graphic t-shirt, are standing next to a oblong hole with smoke coming out."", ""The man, who is wearing the handkerchief, is performing a task with the tub while the woman watches."", ""Two individuals, a male and a female, standing in a forested area around a tub."", ""Two people, one man and one women in the woods putting something in a tub."", ""Steam rises from a large outdoor vat as two workers look on.""]"
flickr30k_145,104816788.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/104816788.jpg,train,"This little baby girl dressed whimsically in striped pantaloons is pictured so that one must ask which is bigger, her feet or her sleepy smile.",,"[""This little baby girl dressed whimsically in striped pantaloons is pictured so that one must ask which is bigger, her feet or her sleepy smile."", ""A sleeping baby is in someone's arms and wearing a pink striped outfit"", ""A sleeping baby in a pink striped outfit."", ""A little baby cradled in someones arms."", ""A little baby is wearing purple pants.""]"
flickr30k_146,104824673.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/104824673.jpg,train,An African individual is looking into the camera while dressed in varying beads and decorations that have a cultural relevance.,,"[""An African individual is looking into the camera while dressed in varying beads and decorations that have a cultural relevance."", ""An African native gazes into the camera donning a hat of two corn cobs and necklaces of shells and beads."", ""A member of an African tribe is watching the camera intently in tribal dress."", ""An African woman with piercings, lots of necklaces and corn on her head."", ""A person is wearing a lot of jewelry with corn on his or her head.""]"
flickr30k_147,104835889.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/104835889.jpg,train,A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat.,,"[""A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat."", ""A man in a black martial arts suit unsheathes a sword on a training mat in a field."", ""A guy with a sword and traditional fighting gear is getting ready for a fight."", ""A man in black wields a sword in front of rolling, green hills."", ""One man dressed in black doing karate in a green field.""]"
flickr30k_148,1048710776.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1048710776.jpg,train,A couple of several people sitting on a ledge overlooking the beach,,"[""A couple of several people sitting on a ledge overlooking the beach"", ""Several young people sitting on a rail above a crowded beach."", ""A group of people sit on a wall at the beach."", ""A group of teens sit on a wall by a beach."", ""Crowd of people at the beach.""]"
flickr30k_149,1049955899.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1049955899.jpg,train,"A group of men and women are hiking through a dried up river bed littered with large rocks, which runs between two rocky walls in a dense green forest.",,"[""A group of men and women are hiking through a dried up river bed littered with large rocks, which runs between two rocky walls in a dense green forest."", ""Five hikers, one facing towards the camera and the others facing away from it, are walking through a rocky riverbed."", ""Hikers treks upward through the creek bed, stopping to catch their breath and enjoy the cool, green scenery."", ""A group of hikers traveling along a rock strewn creek bed."", ""Two women and three men are hiking along a rocky stream.""]"
flickr30k_150,105077209.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/105077209.jpg,train,A man with a badge is standing on a wood floor next to a structure.,,"[""A man with a badge is standing on a wood floor next to a structure."", ""A security guard stands by a metal, lighted sculpture."", ""A white-haired man in a suit stands in an empty room."", ""A security guard on watch duty at the museum."", ""Security guard at a art museum.""]"
flickr30k_151,1051205546.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1051205546.jpg,train,Two women in colorful dresses are sweeping water out of the street while a man watches.,,"[""Two women in colorful dresses are sweeping water out of the street while a man watches."", ""Two women, one in green and the other in purple, washing a sidewalk."", ""Two Indian women in saris are bending over a wet street."", ""Two women in colorful clothing are cleaning the road."", ""Two woman are sweeping a street.""]"
flickr30k_152,1051290485.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1051290485.jpg,train,"Two separate women, one wearing a white top and black pants, the other wearing all black and a pair of pink flip-flops, kneel on a gray brick sidewalk path in front of green and red bushes.",,"[""Two separate women, one wearing a white top and black pants, the other wearing all black and a pair of pink flip-flops, kneel on a gray brick sidewalk path in front of green and red bushes."", ""Two women squatting on the sidewalk looking at plants, one in black shirt, shorts and pink sandals, the other in a white shirt, black shorts talking on a cellphone."", ""A little girl is looking at some plants while another is on the phone in the background."", ""Two girls crouch in front of some bushes and talk on their phones."", ""Two girls crouch in front of a garden of small shrubbery.""]"
flickr30k_153,1051953669.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1051953669.jpg,train,A young girl wearing a multicolored holding an orange ball in her right hand walking through bright green grass behind a house,,"[""A young girl wearing a multicolored holding an orange ball in her right hand walking through bright green grass behind a house"", ""A little girl wearing a dress walks across a green lawn on a summer day with a home and trees in the background."", ""A child in a dress runs through the yard with a miniature orange soccer ball in her hand."", ""A little girl stands in a backyard, holding a toy and looking into the camera."", ""This little girl is enjoying the spring weather after the long winter break.""]"
flickr30k_154,105223874.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/105223874.jpg,train,A young child wearing a blue shirt and sandals playing with a red toy while sitting on the floor.,,"[""A young child wearing a blue shirt and sandals playing with a red toy while sitting on the floor."", ""A black-haired child in a blue outfit is playing with a toy outside on a tile floor."", ""A little boy with a blue shirt on sitting on the ground playing with legos."", ""A young child playing with a toy while laying on the floor."", ""A little boy playing with his toy.""]"
flickr30k_155,1052358063.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1052358063.jpg,train,A little boy skateboarder is doing a trick on his board while another young skateboarder watches.,,"[""A little boy skateboarder is doing a trick on his board while another young skateboarder watches."", ""A child is performing a skateboard trick while another child with a skateboard leans on a wall."", ""A boy takes a jump on his skateboard while another boy with a skateboard watches."", ""A young boy skateboarder jumping on a platform on a skateboard."", ""Two skateboarders.""]"
flickr30k_156,1053116826.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1053116826.jpg,train,"Two little children, one boy and one girl, laugh as they sit on the grass.",,"[""Two little children, one boy and one girl, laugh as they sit on the grass."", ""A little boy and a girl sitting down in the grass having fun."", ""A young boy and a young girl sitting in the grass laughing."", ""Two children smiling and sitting on grass."", ""Two kids are laughing in the grass.""]"
flickr30k_157,1053243591.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1053243591.jpg,train,"Young woman holding a bottle, reaching out from a bench to shake a man's hand.",,"[""Young woman holding a bottle, reaching out from a bench to shake a man's hand."", ""A man shaking the hand of a woman in an orange shirt sitting on a bench."", ""A man shaking the hand of a teenager sitting on a bench."", ""A woman having a drink is shaking hands with someone."", ""A young girl in a orange shirt shaking a hand.""]"
flickr30k_158,105335409.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/105335409.jpg,train,Man talking on a microphone and a crowd of people in front of him.,,"[""Man talking on a microphone and a crowd of people in front of him."", ""A trolley driver is telling people to move off of the street."", ""A mass transit person making an announcement."", ""A driver communicating on his walkie talkie."", ""A man in a vehicle behind a family crowd""]"
flickr30k_159,105342180.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/105342180.jpg,train,"A girl paddling down a large river, as seen from behind her.",,"[""A girl paddling down a large river, as seen from behind her."", ""A woman with a paddle sits in a boat on the water."", ""A woman paddles a boat down a river."", ""A woman kayaking down a river."", ""A woman with a paddle.""]"
flickr30k_160,1053804096.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1053804096.jpg,train,A girl with pigtails is playing in the ocean by the beach.,,"[""A girl with pigtails is playing in the ocean by the beach."", ""A girl in pigtails splashes in the shallow water."", ""A young girl in pigtails plays in the water."", ""A girl with pigtails plays in the water."", ""A girls plays in the surf.""]"
flickr30k_161,1054620089.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1054620089.jpg,val,A woman in jeans and a red coat and carrying a multicolored handbag spreads put her arms while leaping up from a cobblestone street.,,"[""A woman in jeans and a red coat and carrying a multicolored handbag spreads put her arms while leaping up from a cobblestone street."", ""A lady in a red coat, holding a bluish hand bag likely of asian descent, jumping off the ground for a snapshot."", ""A woman in a red jacket, with a blue and gold handbag is jumping while smiling on a cobblestone street."", ""A woman wearing a red coat is jumping outdoors."", ""Girl in red jumping for joy.""]"
flickr30k_162,105493603.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/105493603.jpg,train,Two people sitting beside each other at a table with food on it smiling.,,"[""Two people sitting beside each other at a table with food on it smiling."", ""A couple wearing white sweaters sit at a restaurant table."", ""A man and woman seated at a table together."", ""A man and a woman eating dinner together."", ""A man and woman wearing khaki smiling.""]"
flickr30k_163,105493628.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/105493628.jpg,train,White wine and appetizers on are displayed in an upscale restaurant.,,"[""White wine and appetizers on are displayed in an upscale restaurant."", ""Food sits on white plates in front of wineglasses and a wine rack."", ""A well lit room, with three glasses on the table and two plates."", ""An elegant food serving on table at a restaurant."", ""A meal is on a table in a restaurant.""]"
flickr30k_164,1055753357.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1055753357.jpg,train,Two construction workers are sitting up on the side of a building.,,"[""Two construction workers are sitting up on the side of a building."", ""Two constructions workers sit on a beam taking a break."", ""Two construction workers take a seat on a steel beam."", ""Two construction workers sitting on an I-beam."", ""Two men take a break from construction.""]"
flickr30k_165,1056198351.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1056198351.jpg,train,A smiling little boy holds a hand mixer in a bowl.,,"[""A smiling little boy holds a hand mixer in a bowl."", ""Young boy with blond-hair playing with a mixer."", ""A child has fun with a blender in the kitchen."", ""A child using an electric mixer in a bowl."", ""A child happily mixing batter in a bowl.""]"
flickr30k_166,1056249424.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1056249424.jpg,train,"Two boys, one with a yellow and orange ball, play in some water in front of a field.",,"[""Two boys, one with a yellow and orange ball, play in some water in front of a field."", ""Two children play with a balloon in mud on a sunny day."", ""Two kids are running and playing in some water."", ""The children are playing in the water."", ""Two boys play in a puddle.""]"
flickr30k_167,1056359656.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1056359656.jpg,train,A young girl sits on a seat and looks at a train pamphlet.,,"[""A young girl sits on a seat and looks at a train pamphlet."", ""A young girl on a train reads a book about train rides."", ""A little girl looking at a brochure on train rides"", ""Child sitting down looking at train ride brochure"", ""A young blond girl with a magizine in her hands""]"
flickr30k_168,1056415186.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1056415186.jpg,train,"Two Asian girls laughing, as the girl on the right holds an instrument.",,"[""Two Asian girls laughing, as the girl on the right holds an instrument."", ""Two women are sitting and talking and laughing together."", ""2 girls in metal chairs are laughing together."", ""Two women laugh while sitting on the floor."", ""Two asian women smiling and laughing.""]"
flickr30k_169,105685221.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/105685221.jpg,train,"Several people jogging outside on a sunny day in what seems to be a neighborhood, could be part of a marathon.",,"[""Several people jogging outside on a sunny day in what seems to be a neighborhood, could be part of a marathon."", ""Seven people are running and one of them is a man wearing a blue t-shirt and red shorts"", ""People jogging together on a park sidewalk."", ""A group of joggers running on the sidewalk."", ""Seven joggers run down a path.""]"
flickr30k_170,1056873310.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1056873310.jpg,val,Two dogs run towards each other on a rocky area with water in the background.,,"[""Two dogs run towards each other on a rocky area with water in the background."", ""A brown dog is running after a black dog on a rocky shore."", ""Two dogs run across stones near a body of water."", ""A brown dog is running after the black dog."", ""Two dogs playing on a beach.""]"
flickr30k_171,1057089366.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1057089366.jpg,train,A kid jumps off the diving board and into the swimming pool below.,,"[""A kid jumps off the diving board and into the swimming pool below."", ""The boy is jumping off a high diving board into the pool."", ""A child jumps off a high diving board into the pool."", ""A little kid is jumping off a high dive at the pool."", ""A boy descends off the end of a high diving board.""]"
flickr30k_172,1057251835.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1057251835.jpg,train,A white dog is running down a rocky beach.,,"[""A white dog is running down a rocky beach."", ""Light brown dog running along the beach."", ""A light-colored dog runs on the beach."", ""A small yellow dog runs on a beach"", ""A tan dog runs on a sandy beach.""]"
flickr30k_173,105806535.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/105806535.jpg,train,"A young man is bathing, with only his shorts on, in a large wooden pale.",,"[""A young man is bathing, with only his shorts on, in a large wooden pale."", ""A man lounges in a wooden basin of water while eating a fruit."", ""A guy in a huge wooden tub while people are looking over."", ""A man holding a yellow ball, soaking in a wooden tub."", ""A man laying in a wooden tub outside.""]"
flickr30k_174,1059514525.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1059514525.jpg,train,"A person is sleeping on a bench on the sidewalk, across the street from a bus stop.",,"[""A person is sleeping on a bench on the sidewalk, across the street from a bus stop."", ""A man with a plaid blanket sleeps on a bench near a city street."", ""A person laying on a street bench under a blue plaid blanket."", ""A man is sleeping on a bench near a bus stop."", ""Someone sleeping on bench on city street.""]"
flickr30k_175,10602072.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/10602072.jpg,train,Two young girls are playing in the forest; the younger one is climbing a short tree and is about 2 feet off the ground.,,"[""Two young girls are playing in the forest; the younger one is climbing a short tree and is about 2 feet off the ground."", ""A little girl in a red shirt and jeans climbs a small tree while another little girl looks on."", ""Two young girl are playing near a small tree, and one has climbed up into the branches."", ""One child is climbing in a tree while another, older child, watches."", ""A young girl watched as a girl younger than her climb a tree.""]"
flickr30k_176,106027774.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/106027774.jpg,train,It looks as though a soldier is sleeping in a car on his way home after a deployment.,,"[""It looks as though a soldier is sleeping in a car on his way home after a deployment."", ""A young man asleep during a car ride wearing his seat belt."", ""A boy in a beige shirt is sleeping in a car."", ""A man asleep in a car that's driving."", ""A boy sleeps on a car ride.""]"
flickr30k_177,106027978.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/106027978.jpg,train,Pink shirted woman sleeping in a car with blue and white blanket on her.,,"[""Pink shirted woman sleeping in a car with blue and white blanket on her."", ""A woman in a pink shirt wrapped up in a blue blanket asleep in a car."", ""A woman in a red shirt is under a blanket and sleeping in a vehicle."", ""A lady with brown hair in a pink shirt sleeping in a car."", ""A woman sleeps under a blue and white blanket in a car.""]"
flickr30k_178,106039369.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/106039369.jpg,train,One man wearing a white shirt is flipping a pancake by flinging it into the air.,,"[""One man wearing a white shirt is flipping a pancake by flinging it into the air."", ""Man is flipping an omelet or pancake in the air, while in his kitchen."", ""A man in a home kitchen is flipping a pancake extremely high."", ""A guy flipping a pancake high into the air from a skillet."", ""Man flipping pancake in kitchen while looking in awe.""]"
flickr30k_179,1060605297.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1060605297.jpg,train,Firefighters converse with a man at the scene of an emergency.,,"[""Firefighters converse with a man at the scene of an emergency."", ""Firefighters wear reflective uniforms and stare upwards."", ""Several firefighters are responding to an alarm."", ""Reflections from the firemen's uniforms."", ""Firefighters are responding to an event.""]"
flickr30k_180,1061467336.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1061467336.jpg,train,"A few firefighters, wearing black, yellow, and pink jackets, standing next to a firetruck.",,"[""A few firefighters, wearing black, yellow, and pink jackets, standing next to a firetruck."", ""Several firefighters stand outside of a building near their firetrucks."", ""Firefighters at a scene with a firetruck that has it's lights on."", ""Firemen stand outside of their firetruck with all its lights on."", ""Four on-duty firemen talk in front of a firetruck.""]"
flickr30k_181,1061887159.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1061887159.jpg,train,A man is kneeling down with a child on a beach where bright blue and red boats are stationed in the background.,,"[""A man is kneeling down with a child on a beach where bright blue and red boats are stationed in the background."", ""A beach with blue and red boats, with people on shore"", ""People are doing various activities on the beach."", ""People at beach looking for things in sand"", ""Many people walking on beach.""]"
flickr30k_182,106300392.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/106300392.jpg,train,A man in an orange hard hat and vest looks at an object in his hand while the man next to him stands on a ladder in order to reach the ceiling.,,"[""A man in an orange hard hat and vest looks at an object in his hand while the man next to him stands on a ladder in order to reach the ceiling."", ""There are two workers, one on a ladder, against a blue wall with a yellow-and-black stripe."", ""Construction workers in front of blue wall with warning stripe."", ""Men wearing hard hats and safety vests are working."", ""A guy with boots is on a ladder.""]"
flickr30k_183,106356264.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/106356264.jpg,train,"A newsstand so packed with magazines, candy and coke-a-cola products that the smiling woman working behind the counter is easy to miss.",,"[""A newsstand so packed with magazines, candy and coke-a-cola products that the smiling woman working behind the counter is easy to miss."", ""A magazine vendor sits behind a very colorful collage of magazines."", ""A newsstand clerk is surrounded by her colorful merchandise."", ""A woman working at a newsstand."", ""A woman in a magazine stand.""]"
flickr30k_184,10637120.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/10637120.jpg,train,A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment.,,"[""A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment."", ""A worker wearing a hard hat watching a large machine dig a trench in the dry dirt."", ""A man in blue overalls and a yellow hard hat is watching a huge machine work."", ""A man in a hard hat is wearing a blue shirt and blue jean overalls."", ""A man in a hard hat looks at some machinery.""]"
flickr30k_185,106372282.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/106372282.jpg,train,A man sitting down with this head resting on his fists next to a man with his eyes closed and his together with dough sitting on a table in front of them both.,,"[""A man sitting down with this head resting on his fists next to a man with his eyes closed and his together with dough sitting on a table in front of them both."", ""At the bakery, the fat old baker sleeps while his apprentice rubs the flour out of his eyes, seated beside him."", ""An all yellow photo of two men sitting in a bakery."", ""A tired looking person makes a lot of bread."", ""Two men relaxing in a bakery""]"
flickr30k_186,1063866640.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1063866640.jpg,train,Four men are sitting near a tree talking while another stands looking at a body of water and another is rowing a boat.,,"[""Four men are sitting near a tree talking while another stands looking at a body of water and another is rowing a boat."", ""Several men are sitting by a river conversing with one another while a boat drifts by them."", ""Five people sitting in front of a body of water with the sun behind them."", ""A group of shirtless men are sitting in the shade on a tropical beach."", ""Five men sitting with a body of water behind them.""]"
flickr30k_187,106490881.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/106490881.jpg,train,A young boy in swimming trunks is walking with his arms outstretched on the beach.,,"[""A young boy in swimming trunks is walking with his arms outstretched on the beach."", ""The boy is playing on the shore of an ocean."", ""A boy in his blue swim shorts at the beach."", ""A boy smiles for the camera at a beach."", ""Children playing on the beach.""]"
flickr30k_188,106514190.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/106514190.jpg,train,A skier is overlooking the beautiful white snow covered landscape.,,"[""A skier is overlooking the beautiful white snow covered landscape."", ""A hiker standing high on a bluff overlooking the mountains below."", ""A person on ski's looks from hill over snow covered landscape"", ""A skier is overlooking a snow-covered mountain."", ""A skier pauses on a mountaintop.""]"
flickr30k_189,1065323785.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1065323785.jpg,train,Kids riding on their bicycles near a mound of dirt with a hovel from a backhoe in front of the mound.,,"[""Kids riding on their bicycles near a mound of dirt with a hovel from a backhoe in front of the mound."", ""A boy wearing a red shirt is riding his bike right next to a mound of dirt."", ""A group of boys are riding their bikes around a big pile of dirt."", ""Kids are riding bikes near a dirt mound in the street."", ""The kids are riding bikes in the pile of dirt.""]"
flickr30k_190,1065831604.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1065831604.jpg,train,A bunch of people in racing gear and helmets racing bicycles around a corner on wet pavement.,,"[""A bunch of people in racing gear and helmets racing bicycles around a corner on wet pavement."", ""Many men ride their bicycles through some puddles around a curve during a race."", ""Group of bicyclers rounding a corner with water spraying up from their wheels."", ""Bikers in a bike race take a sharp left turn."", ""Several bike riders compete in a competition.""]"
flickr30k_191,1066252238.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1066252238.jpg,train,A boy in a pink T-shirt is riding a bike over a sand pile while two others are riding in the street.,,"[""A boy in a pink T-shirt is riding a bike over a sand pile while two others are riding in the street."", ""Three boys playing and biking with a pile of sand in the middle"", ""3 young boys are riding their bikes around a mound of dirt."", ""Three kids riding bikes over a dirt mound."", ""Some young boys ride bikes in the street.""]"
flickr30k_192,1066831905.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1066831905.jpg,train,Elderly man with cane bends down to look at some plants and is steadied from behind.,,"[""Elderly man with cane bends down to look at some plants and is steadied from behind."", ""A man and a woman are standing behind an elderly man who is looking at a bush."", ""A man holds up an older man as the older man bends down to check out plants."", ""An older man in a white short-sleeve shirt admiring a bush."", ""Elderly man with a cane bends over near a man and woman.""]"
flickr30k_193,106691539.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/106691539.jpg,train,A male surgeon wearing a red cap and teal scrubs performing surgery with two other men wearing teal scrubs.,,"[""A male surgeon wearing a red cap and teal scrubs performing surgery with two other men wearing teal scrubs."", ""A doctor and nurses in blue scrubs are performing an operation."", ""A surgeon and surgical staff operating on a patient."", ""A surgeon and two assistants perform an operation."", ""Surgical team performing surgery.""]"
flickr30k_194,1067180831.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1067180831.jpg,train,A black and white dog is attempting to catch a yellow and purple object in a low cut yard.,,"[""A black and white dog is attempting to catch a yellow and purple object in a low cut yard."", ""A black dog is jumping up to catch a purple and green toy."", ""A black and white dog jumps after a yellow toy."", ""A black and white dog jumps to get the Frisbee."", ""A dog jumps to catch a toy.""]"
flickr30k_195,1067790824.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1067790824.jpg,train,A white and black dog and a brown dog in sandy terrain.,,"[""A white and black dog and a brown dog in sandy terrain."", ""Two large dogs chasing each other at the beach."", ""The two large dogs are running through sand."", ""One dog is chasing another one on the beach."", ""A woolly dog chases a Doberman on a beach.""]"
flickr30k_196,1068427675.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1068427675.jpg,train,A man in an all black outfit just threw a bowling ball down a lane towards the center of the bowling pins.,,"[""A man in an all black outfit just threw a bowling ball down a lane towards the center of the bowling pins."", ""A guy wearing all black at a bowling alley standing in front of a lane with a black bowling ball in it."", ""A man is bowling at an alley with cosmic imagery including bowling balls and pins above the lanes."", ""A man stand there after rolling a bowling ball down a lane."", ""Man finished throwing bowling ball towards bowling pins.""]"
flickr30k_197,106959209.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/106959209.jpg,train,"A man in a black shirt is riding a mule trough the desert, with the sun shining in the background.",,"[""A man in a black shirt is riding a mule trough the desert, with the sun shining in the background."", ""An old weathered, bearded man wearing all black, riding a beautiful white donkey on white rocks."", ""A man wearing black is riding a white horse with numerous rocks around him."", ""A gray bearded man in black clothing riding a horse on a rocky path."", ""Man with gray hair and a black outfit riding a white horse.""]"
flickr30k_198,107022557.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/107022557.jpg,train,Two tired-looking men relax on a couch near a wooden trestle table with a coffee cup on it.,,"[""Two tired-looking men relax on a couch near a wooden trestle table with a coffee cup on it."", ""A man and woman are on a couch, and they are both asleep."", ""A man and woman are taking a nap on a couch."", ""A man and woman laze around on the couch."", ""A man and woman napping on a blue couch.""]"
flickr30k_199,1071201387.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1071201387.jpg,test,A man wearing a reflective vest sits on the sidewalk and holds up pamphlets with bicycles on the cover.,,"[""A man wearing a reflective vest sits on the sidewalk and holds up pamphlets with bicycles on the cover."", ""Man in bright yellow vest displays bicycle safety information on street."", ""A man and woman talking are interrupted and a man covers his face."", ""A man in a vest is sitting in a chair and holding magazines."", ""A construction worker holds a sign about bicycling.""]"
flickr30k_200,1072439304.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1072439304.jpg,val,"A young helmeted man, in his team uniform, is swinging his bat at an incoming baseball.",,"[""A young helmeted man, in his team uniform, is swinging his bat at an incoming baseball."", ""A young boy wearing a Giants jersey swings a baseball bat at an incoming pitch."", ""A boy playing for the Giants baseball team swinging at a baseball."", ""A child swings a baseball bat at the ball."", ""This little boy hitting a ball.""]"
flickr30k_201,1073145694.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1073145694.jpg,train,A man in a yellow shirt and black shorts getting ready to throw a javelin.,,"[""A man in a yellow shirt and black shorts getting ready to throw a javelin."", ""A man wearing a yellow shirt is throwing a javelin on a track."", ""An Asian man is throwing a javelin in a yellow shirt."", ""A teenage guy wearing glasses is throwing a javelin."", ""A man with a yellow shirt throwing a javelin.""]"
flickr30k_202,107318069.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/107318069.jpg,train,Seven large balloons are lined up at nighttime near a crowd.,,"[""Seven large balloons are lined up at nighttime near a crowd."", ""People are watching hot air balloons in the park."", ""A group of hot air balloons lit up at night."", ""A crowd watching air balloons at night."", ""People watching hot air balloons.""]"
flickr30k_203,1073444492.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/1073444492.jpg,val,A guy sitting at a desk talking on a phone with books laying everywhere.,,"[""A guy sitting at a desk talking on a phone with books laying everywhere."", ""Man talking on a phone, surrounded by books in an office."", ""A man sits at a desk in room cluttered with books."", ""A man on the phone surrounded by stacks of books."", ""A man in a cluttered office is using the telephone""]"
flickr30k_204,107368840.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/107368840.jpg,train,Two brunette women in jackets sitting against a wall and looking at the same magazine.,,"[""Two brunette women in jackets sitting against a wall and looking at the same magazine."", ""A woman is reading a magazine over another woman's shoulder."", ""Fuzzy photo of two girls reading a magazine."", ""Two women are reading the same magazine."", ""Two women reading a magazine.""]"
flickr30k_205,10751489.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/10751489.jpg,train,Two men are squatting with one man lighting a stick from a candle flame and the other man has his hands folded looking at the ground while a person wearing a bracelet has a phone to their ear.,,"[""Two men are squatting with one man lighting a stick from a candle flame and the other man has his hands folded looking at the ground while a person wearing a bracelet has a phone to their ear."", ""Two men are hunched down in front of candles in what appears to be a kind of vigil."", ""At night, two men in glasses crouch near some plants."", ""Two men squat to light candles at night."", ""A man with glasses lighting a candle.""]"
flickr30k_206,107532584.jpg,/workspace/Semana4/Proyecto/data/processed/flickr30k_hf/images/107532584.jpg,train,A young man is walking through a busy street beside a mall.,,"[""A young man is walking through a busy street beside a mall."", ""Woman in a pink hat walking with a man in a gray sweater."", ""An Asian couple walks in the shopping district."", ""A woman in a pink hat strolls along sidewalk."", ""Several people are walking around outside.""]"
